Id,Weight
370,124
371,106
372,54
373,123
374,64
375,100
376,53
377,137
378,145
379,148
380,60
381,117
382,118
383,88
384,71
385,50
386,146
387,77
388,114
389,57
390,55
391,57
392,72
393,102
394,101
395,70
396,102
397,69
398,58
399,148
400,95
401,91
402,136
403,96
404,146
405,141
406,134
407,84
408,66
409,140
410,110
411,113
412,56
413,145
414,109
415,147
416,82
417,112
418,103
419,55
420,140
421,109
422,113
423,112
424,147
425,150
426,131
427,54
428,100
429,60
430,114
431,109
432,107
433,114
434,119
435,133
436,74
437,90
438,117
439,63
440,76
441,138
442,130
443,75
444,113
445,65
446,72
447,115
448,61
449,80
450,58
451,115
452,50
453,74
454,131
455,115
456,99
457,128
458,146
459,133
460,130
461,116
462,113
463,117
464,66
465,99
466,118
467,107
468,113
469,105
470,60
471,119
472,127
473,50
474,104
475,142
476,144
477,105
478,112
479,69
480,133
481,86
482,102
483,71
484,78
485,88
486,147
487,137
488,132
489,96
490,91
491,72
492,94
493,127
494,131
495,65
496,88
497,137
498,62
499,84
500,98
501,60
502,142
503,109
504,149
505,106
506,54
507,95
508,53
509,119
510,130
511,141
512,87
513,89
514,105
515,125
516,61
517,119
518,65
519,98
520,124
521,97
522,119
523,53
524,106
525,80
526,135
527,78
528,122
529,150
530,105
531,56
532,122
533,140
534,75
535,146
536,149
537,62
538,69
539,79
540,65
541,139
542,112
543,116
544,145
545,123
546,133
547,59
548,115
549,99
550,139
551,140
552,79
553,131
554,52
555,103
556,133
557,95
558,57
559,67
560,143
561,126
562,70
563,88
564,123
565,132
566,80
567,107
568,131
569,106
570,145
571,56
572,83
573,124
574,144
575,86
576,68
577,74
578,146
579,139
580,130
581,75
582,76
583,89
584,120
585,114
586,106
587,91
588,94
589,71
590,86
591,124
592,93
593,115
594,132
595,76
596,143
597,137
598,76
599,147
600,93
601,82
602,121
603,108
604,84
605,89
606,89
607,99
608,53
609,125
610,105
611,145
612,128
613,68
614,149
615,77
616,119
617,122
618,118
619,73
620,78
621,115
622,129
623,121
624,62
625,150
626,105
627,97
628,116
629,142
630,72
631,138
632,85
633,115
634,97
635,110
636,122
637,55
638,122
639,129
640,76
641,111
642,101
643,110
644,101
645,74
646,149
647,118
648,89
649,137
650,67
651,117
652,104
653,127
654,58
655,106
656,129
657,150
658,63
659,123
660,148
661,126
662,108
663,75
664,62
665,135
666,90
667,99
668,94
669,118
670,150
671,109
672,147
673,105
674,101
675,62
676,55
677,126
678,101
679,140
680,68
681,105
682,101
683,103
684,130
685,139
686,108
687,83
688,69
689,85
690,58
691,93
692,74
693,103
694,78
695,61
696,53
697,95
698,118
699,116
700,147
701,82
702,96
703,147
704,97
705,81
706,131
707,102
708,96
709,97
710,65
711,139
712,115
713,132
714,105
715,51
716,104
717,89
718,106
719,146
720,94
721,106
722,113
723,56
724,113
725,124
726,56
727,63
728,95
729,116
730,90
731,112
732,76
733,92
734,70
735,101
736,96
737,106
738,127
739,95
740,141
741,91
742,70
743,97
744,57
745,150
746,104
747,107
748,92
749,139
750,109
751,61
752,115
753,120
754,124
755,107
756,114
757,120
758,88
759,54
760,114
761,54
762,90
763,76
764,94
765,82
766,87
767,86
768,52
769,85
770,136
771,52
772,124
773,69
774,79
775,67
776,136
777,80
778,102
779,50
780,62
781,52
782,139
783,102
784,60
785,105
786,62
787,121
788,77
789,52
790,85
791,92
792,92
793,126
794,91
795,88
796,103
797,54
798,114
799,74
800,93
801,63
802,125
803,77
804,63
805,138
806,78
807,50
808,139
809,114
810,86
811,123
812,62
813,108
814,130
815,112
816,55
817,55
818,60
819,150
820,127
821,69
822,63
823,96
824,57
825,135
826,57
827,80
828,70
829,71
830,93
831,101
832,56
833,89
834,84
835,115
836,62
837,95
838,89
839,145
840,70
841,110
842,127
843,118
844,78
845,75
846,77
847,102
848,55
849,67
850,139
851,142
852,136
853,97
854,72
855,80
856,63
857,68
858,112
859,67
860,105
861,120
862,121
863,87
864,79
865,127
866,148
867,134
868,74
869,100
870,80
871,78
872,89
873,135
874,60
875,98
876,149
877,62
878,69
879,59
880,94
881,86
882,85
883,50
884,78
885,72
886,131
887,99
888,111
889,124
890,79
891,95
892,141
893,99
894,143
895,100
896,112
897,125
898,149
899,116
900,55
901,89
902,63
903,106
904,132
905,107
906,86
907,99
908,106
909,97
910,105
911,97
912,111
913,128
914,114
915,71
916,89
917,146
918,146
919,137
920,62
921,87
922,100
923,143
924,72
925,138
926,100
927,145
928,83
929,53
930,142
931,120
932,60
933,146
934,125
935,137
936,106
937,55
938,97
939,119
940,145
941,106
942,136
943,60
944,92
945,67
946,53
947,127
948,112
949,114
950,99
951,117
952,69
953,58
954,109
955,126
956,57
957,119
958,104
959,81
960,120
961,111
962,97
963,136
964,101
965,141
966,112
967,146
968,145
969,108
970,146
971,81
972,51
973,117
974,85
975,96
976,74
977,60
978,88
979,90
980,146
981,92
982,80
983,117
984,74
985,120
986,109
987,56
988,126
989,74
990,65
991,135
992,136
993,99
994,114
995,85
996,133
997,56
998,127
999,56
1000,121
1001,78
1002,86
1003,132
1004,114
1005,136
1006,56
1007,134
1008,132
1009,73
1010,112
1011,81
1012,109
1013,109
1014,110
1015,134
1016,110
1017,101
1018,147
1019,132
1020,97
1021,150
1022,71
1023,117
1024,96
1025,126
1026,132
1027,111
1028,74
1029,111
1030,109
1031,127
1032,145
1033,141
1034,52
1035,113
1036,92
1037,116
1038,70
1039,143
1040,89
1041,97
1042,138
1043,138
1044,119
1045,122
1046,96
1047,99
1048,99
1049,89
1050,134
1051,134
1052,137
1053,144
1054,100
1055,90
1056,62
1057,126
1058,64
1059,82
1060,87
1061,93
1062,144
1063,137
1064,119
1065,75
1066,62
1067,109
1068,137
1069,122
1070,64
1071,107
1072,130
1073,87
1074,82
1075,130
1076,63
1077,128
1078,95
1079,112
1080,142
1081,85
1082,108
1083,63
1084,107
1085,75
1086,111
1087,51
1088,147
1089,148
1090,81
1091,85
1092,139
1093,57
1094,149
1095,140
1096,101
1097,113
1098,75
1099,73
1100,124
1101,58
1102,122
1103,88
1104,122
1105,111
1106,117
1107,76
1108,118
1109,60
1110,101
1111,138
1112,108
1113,74
1114,116
1115,86
1116,102
1117,97
1118,95
1119,77
1120,89
1121,80
1122,62
1123,92
1124,147
1125,143
1126,108
1127,113
1128,134
1129,55
1130,92
1131,132
1132,127
1133,55
1134,74
1135,105
1136,124
1137,79
1138,54
1139,86
1140,100
1141,63
1142,142
1143,125
1144,149
1145,103
1146,96
1147,115
1148,129
1149,96
1150,125
1151,72
1152,79
1153,132
1154,74
1155,76
1156,113
1157,104
1158,82
1159,141
1160,137
1161,107
1162,93
1163,101
1164,133
1165,51
1166,85
1167,142
1168,75
1169,133
1170,121
1171,135
1172,128
1173,66
1174,88
1175,54
1176,143
1177,67
1178,137
1179,71
1180,132
1181,129
1182,74
1183,118
1184,62
1185,122
1186,98
1187,111
1188,128
1189,102
1190,130
1191,113
1192,85
1193,134
1194,122
1195,83
1196,136
1197,82
1198,86
1199,108
1200,83
1201,89
1202,91
1203,69
1204,98
1205,141
1206,119
1207,70
1208,71
1209,50
1210,90
1211,52
1212,129
1213,84
1214,141
1215,52
1216,130
1217,107
1218,110
1219,103
1220,145
1221,74
1222,86
1223,145
1224,101
1225,141
1226,117
1227,58
1228,59
1229,107
1230,50
1231,148
1232,145
1233,58
1234,123
1235,147
1236,55
1237,95
1238,91
1239,53
1240,129
1241,78
1242,71
1243,85
1244,126
1245,72
1246,103
1247,68
1248,66
1249,76
1250,113
1251,79
1252,91
1253,95
1254,142
1255,75
1256,98
1257,145
1258,61
1259,97
1260,137
1261,136
1262,51
1263,124
1264,76
1265,52
1266,77
1267,101
1268,150
1269,84
1270,97
1271,143
1272,131
1273,86
1274,73
1275,82
1276,126
1277,59
1278,110
1279,109
1280,66
1281,131
1282,64
1283,98
1284,76
1285,120
1286,116
1287,146
1288,105
1289,71
1290,86
1291,55
1292,101
1293,101
1294,139
1295,131
1296,52
1297,111
1298,69
1299,120
1300,142
1301,74
1302,100
1303,103
1304,52
1305,58
1306,64
1307,136
1308,54
1309,127
1310,90
1311,102
1312,103
1313,144
1314,66
1315,81
1316,109
1317,120
1318,75
1319,134
1320,79
1321,50
1322,59
1323,68
1324,124
1325,84
1326,78
1327,128
1328,110
1329,123
1330,137
1331,86
1332,98
1333,52
1334,132
1335,123
1336,91
1337,115
1338,51
1339,52
1340,70
1341,77
1342,144
1343,57
1344,138
1345,144
1346,134
1347,111
1348,103
1349,116
1350,111
1351,63
1352,68
1353,98
1354,121
1355,82
1356,128
1357,73
1358,134
1359,97
1360,129
1361,84
1362,109
1363,56
1364,110
1365,79
1366,147
1367,99
1368,130
1369,84
1370,145
1371,52
1372,66
1373,126
1374,98
1375,147
1376,60
1377,59
1378,118
1379,106
1380,148
1381,133
1382,88
1383,86
1384,128
1385,54
1386,109
1387,91
1388,121
1389,131
1390,90
1391,122
1392,56
1393,78
1394,146
1395,68
1396,122
1397,75
1398,128
1399,55
1400,77
1401,57
1402,122
1403,78
1404,104
1405,103
1406,83
1407,70
1408,147
1409,95
1410,145
1411,114
1412,113
1413,103
1414,80
1415,97
1416,78
1417,92
1418,78
1419,144
1420,73
1421,145
1422,89
1423,96
1424,106
1425,147
1426,101
1427,92
1428,136
1429,124
1430,56
1431,116
1432,92
1433,50
1434,109
1435,51
1436,150
1437,50
1438,105
1439,110
1440,110
1441,51
1442,87
1443,66
1444,142
1445,84
1446,126
1447,134
1448,74
1449,125
1450,72
1451,59
1452,92
1453,131
1454,85
1455,96
1456,90
1457,95
1458,135
1459,59
1460,97
1461,113
1462,82
1463,50
1464,131
1465,139
1466,50
1467,147
1468,83
1469,128
1470,66
1471,136
1472,137
1473,75
1474,56
1475,118
1476,64
1477,95
1478,142
1479,93
1480,66
1481,71
1482,141
1483,62
1484,99
1485,62
1486,119
1487,122
1488,119
1489,93
1490,121
1491,61
1492,118
1493,75
1494,64
1495,86
1496,111
1497,136
1498,102
1499,144
1500,101
1501,93
1502,113
1503,126
1504,82
1505,125
1506,117
1507,123
1508,123
1509,145
1510,51
1511,136
1512,131
1513,58
1514,136
1515,107
1516,87
1517,72
1518,141
1519,103
1520,74
1521,50
1522,133
1523,63
1524,150
1525,100
1526,129
1527,144
1528,63
1529,71
1530,102
1531,71
1532,53
1533,100
1534,96
1535,129
1536,128
1537,90
1538,143
1539,98
1540,59
1541,73
1542,85
1543,94
1544,66
1545,82
1546,55
1547,59
1548,131
1549,57
1550,144
1551,56
1552,98
1553,144
1554,138
1555,101
1556,76
1557,77
1558,117
1559,79
1560,112
1561,100
1562,124
1563,57
1564,107
1565,136
1566,127
1567,80
1568,142
1569,143
1570,130
1571,51
1572,63
1573,70
1574,134
1575,90
1576,94
1577,92
1578,141
1579,146
1580,81
1581,82
1582,138
1583,120
1584,72
1585,102
1586,133
1587,122
1588,129
1589,74
1590,85
1591,61
1592,142
1593,61
1594,61
1595,87
1596,140
1597,135
1598,132
1599,58
1600,97
1601,135
1602,117
1603,83
1604,149
1605,131
1606,71
1607,107
1608,124
1609,62
1610,125
1611,93
1612,94
1613,53
1614,52
1615,59
1616,53
1617,147
1618,127
1619,109
1620,99
1621,51
1622,136
1623,107
1624,99
1625,94
1626,140
1627,134
1628,64
1629,117
1630,75
1631,77
1632,90
1633,117
1634,82
1635,114
1636,102
1637,85
1638,86
1639,60
1640,82
1641,89
1642,134
1643,77
1644,51
1645,124
1646,81
1647,86
1648,113
1649,113
1650,122
1651,87
1652,97
1653,88
1654,120
1655,79
1656,70
1657,132
1658,150
1659,113
1660,83
1661,72
1662,83
1663,73
1664,75
1665,127
1666,87
1667,76
1668,92
1669,52
1670,69
1671,106
1672,105
1673,89
1674,89
1675,85
1676,86
1677,81
1678,101
1679,92
1680,63
1681,97
1682,121
1683,149
1684,122
1685,140
1686,129
1687,75
1688,64
1689,108
1690,143
1691,65
1692,73
1693,128
1694,129
1695,85
1696,113
1697,57
1698,111
1699,126
1700,127
1701,125
1702,127
1703,150
1704,126
1705,105
1706,69
1707,108
1708,147
1709,51
1710,107
1711,104
1712,103
1713,113
1714,67
1715,109
1716,67
1717,98
1718,74
1719,121
1720,118
1721,131
1722,134
1723,69
1724,77
1725,98
1726,148
1727,133
1728,105
1729,60
1730,105
1731,107
1732,88
1733,82
1734,103
1735,74
1736,80
1737,87
1738,125
1739,116
1740,65
1741,52
1742,66
1743,80
1744,148
1745,65
1746,89
1747,140
1748,102
1749,139
1750,92
1751,131
1752,55
1753,137
1754,130
1755,122
1756,53
1757,79
1758,103
1759,102
1760,66
1761,109
1762,118
1763,150
1764,132
1765,141
1766,149
1767,91
1768,54
1769,74
1770,132
1771,127
1772,118
1773,95
1774,134
1775,89
1776,80
1777,127
1778,62
1779,101
1780,66
1781,91
1782,58
1783,137
1784,141
1785,73
1786,111
1787,134
1788,145
1789,86
1790,89
1791,113
1792,119
1793,115
1794,103
1795,146
1796,74
1797,102
1798,107
1799,79
1800,116
1801,86
1802,129
1803,107
1804,122
1805,67
1806,107
1807,139
1808,145
1809,52
1810,89
1811,148
1812,145
1813,119
1814,70
1815,107
1816,114
1817,67
1818,51
1819,87
1820,87
1821,91
1822,108
1823,86
1824,98
1825,86
1826,79
1827,118
1828,96
1829,86
1830,100
1831,143
1832,128
1833,56
1834,104
1835,134
1836,60
1837,133
1838,91
1839,135
1840,110
1841,104
1842,66
1843,93
1844,138
1845,64
1846,133
1847,52
1848,94
1849,78
1850,91
1851,137
1852,77
1853,85
1854,50
1855,129
1856,147
1857,135
1858,131
1859,76
1860,87
1861,115
1862,145
1863,142
1864,106
1865,129
1866,78
1867,66
1868,59
1869,127
1870,105
1871,115
1872,51
1873,98
1874,119
1875,83
1876,59
1877,57
1878,51
1879,113
1880,53
1881,62
1882,109
1883,88
1884,107
1885,142
1886,141
1887,101
1888,120
1889,78
1890,64
1891,93
1892,122
1893,69
1894,142
1895,141
1896,130
1897,133
1898,124
1899,85
1900,84
1901,114
1902,58
1903,141
1904,73
1905,103
1906,110
1907,146
1908,82
1909,142
1910,105
1911,133
1912,54
1913,112
1914,57
1915,86
1916,128
1917,134
1918,98
1919,132
1920,137
1921,85
1922,69
1923,83
1924,74
1925,124
1926,123
1927,130
1928,144
1929,115
1930,59
1931,145
1932,92
1933,135
1934,90
1935,129
1936,58
1937,50
1938,77
1939,117
1940,139
1941,52
1942,64
1943,138
1944,90
1945,129
1946,61
1947,89
1948,82
1949,53
1950,92
1951,137
1952,89
1953,63
1954,68
1955,104
1956,58
1957,90
1958,126
1959,112
1960,108
1961,103
1962,141
1963,97
1964,100
1965,110
1966,86
1967,123
1968,100
1969,52
1970,70
1971,108
1972,103
1973,51
1974,58
1975,90
1976,148
1977,107
1978,88
1979,70
1980,59
1981,64
1982,138
1983,89
1984,93
1985,76
1986,113
1987,52
1988,63
1989,55
1990,148
1991,146
1992,100
1993,113
1994,95
1995,73
1996,139
1997,83
1998,93
1999,90
2000,80
2001,133
2002,144
2003,150
2004,102
2005,53
2006,126
2007,131
2008,138
2009,124
2010,90
2011,132
2012,120
2013,50
2014,118
2015,116
2016,70
2017,117
2018,84
2019,117
2020,122
2021,56
2022,63
2023,113
2024,74
2025,56
2026,60
2027,128
2028,73
2029,81
2030,109
2031,128
2032,55
2033,131
2034,111
2035,62
2036,142
2037,84
2038,82
2039,61
2040,113
2041,64
2042,97
2043,122
2044,100
2045,109
2046,86
2047,62
2048,64
2049,111
2050,75
2051,52
2052,102
2053,99
2054,120
2055,120
2056,140
2057,58
2058,122
2059,115
2060,61
2061,125
2062,80
2063,122
2064,130
2065,114
2066,70
2067,121
2068,120
2069,62
2070,55
2071,113
2072,130
2073,53
2074,72
2075,50
2076,82
2077,77
2078,101
2079,128
2080,130
2081,122
2082,128
2083,122
2084,123
2085,67
2086,60
2087,131
2088,56
2089,143
2090,147
2091,108
2092,73
2093,57
2094,118
2095,99
2096,76
2097,119
2098,106
2099,142
2100,125
2101,93
2102,95
2103,115
2104,129
2105,80
2106,80
2107,69
2108,140
2109,93
2110,54
2111,77
2112,75
2113,95
2114,102
2115,56
2116,104
2117,81
2118,94
2119,118
2120,123
2121,135
2122,150
2123,117
2124,79
2125,109
2126,78
2127,145
2128,103
2129,67
2130,114
2131,93
2132,118
2133,122
2134,80
2135,78
2136,100
2137,103
2138,118
2139,141
2140,97
2141,117
2142,144
2143,76
2144,63
2145,114
2146,68
2147,129
2148,67
2149,101
2150,149
2151,139
2152,124
2153,85
2154,99
2155,59
2156,122
2157,87
2158,73
2159,138
2160,72
2161,60
2162,113
2163,116
2164,80
2165,116
2166,51
2167,81
2168,106
2169,58
2170,132
2171,127
2172,104
2173,133
2174,59
2175,70
2176,76
2177,72
2178,111
2179,123
2180,117
2181,77
2182,131
2183,117
2184,107
2185,97
2186,137
2187,100
2188,80
2189,102
2190,67
2191,135
2192,115
2193,140
2194,92
2195,144
2196,134
2197,109
2198,112
2199,79
2200,127
2201,130
2202,96
2203,67
2204,83
2205,104
2206,87
2207,118
2208,143
2209,142
2210,51
2211,109
2212,59
2213,90
2214,93
2215,96
2216,126
2217,120
2218,115
2219,99
2220,134
2221,133
2222,64
2223,81
2224,62
2225,58
2226,77
2227,107
2228,108
2229,83
2230,92
2231,54
2232,73
2233,81
2234,68
2235,128
2236,102
2237,87
2238,124
2239,149
2240,57
2241,83
2242,84
2243,74
2244,115
2245,97
2246,70
2247,55
2248,129
2249,117
2250,53
2251,82
2252,119
2253,133
2254,87
2255,86
2256,93
2257,55
2258,96
2259,107
2260,54
2261,90
2262,145
2263,126
2264,66
2265,145
2266,70
2267,120
2268,131
2269,65
2270,62
2271,137
2272,84
2273,148
2274,118
2275,121
2276,138
2277,149
2278,75
2279,143
2280,72
2281,130
2282,95
2283,125
2284,141
2285,63
2286,78
2287,115
2288,71
2289,144
2290,112
2291,65
2292,81
2293,99
2294,75
2295,150
2296,70
2297,131
2298,100
2299,145
2300,63
2301,93
2302,93
2303,52
2304,134
2305,107
2306,83
2307,93
2308,62
2309,98
2310,66
2311,100
2312,123
2313,127
2314,105
2315,77
2316,65
2317,63
2318,134
2319,81
2320,122
2321,106
2322,104
2323,140
2324,96
2325,94
2326,132
2327,62
2328,137
2329,142
2330,139
2331,60
2332,70
2333,109
2334,52
2335,148
2336,73
2337,88
2338,50
2339,81
2340,68
2341,143
2342,101
2343,87
2344,118
2345,139
2346,101
2347,148
2348,118
2349,150
2350,127
2351,139
2352,109
2353,147
2354,144
2355,143
2356,76
2357,120
2358,61
2359,85
2360,122
2361,80
2362,118
2363,107
2364,114
2365,123
2366,76
2367,69
2368,145
2369,88
2370,71
2371,101
2372,84
2373,117
2374,94
2375,86
2376,113
2377,102
2378,71
2379,91
2380,148
2381,93
2382,75
2383,116
2384,52
2385,52
2386,113
2387,113
2388,52
2389,79
2390,91
2391,99
2392,86
2393,150
2394,59
2395,76
2396,57
2397,79
2398,135
2399,122
2400,63
2401,108
2402,71
2403,120
2404,119
2405,148
2406,83
2407,86
2408,57
2409,56
2410,131
2411,148
2412,63
2413,73
2414,131
2415,97
2416,58
2417,66
2418,148
2419,108
2420,65
2421,55
2422,132
2423,84
2424,121
2425,147
2426,52
2427,50
2428,112
2429,66
2430,136
2431,97
2432,132
2433,78
2434,78
2435,66
2436,115
2437,93
2438,113
2439,140
2440,131
2441,89
2442,111
2443,77
2444,73
2445,95
2446,89
2447,66
2448,133
2449,74
2450,134
2451,71
2452,119
2453,117
2454,98
2455,64
2456,115
2457,144
2458,129
2459,129
2460,149
2461,102
2462,59
2463,145
2464,147
2465,146
2466,150
2467,66
2468,115
2469,90
2470,79
2471,122
2472,112
2473,138
2474,50
2475,85
2476,142
2477,124
2478,129
2479,96
2480,62
2481,107
2482,129
2483,146
2484,101
2485,147
2486,68
2487,83
2488,123
2489,98
2490,139
2491,96
2492,96
2493,58
2494,149
2495,66
2496,116
2497,123
2498,111
2499,99
2500,101
2501,135
2502,99
2503,114
2504,53
2505,123
2506,83
2507,78
2508,86
2509,148
2510,97
2511,102
2512,142
2513,111
2514,66
2515,100
2516,99
2517,88
2518,132
2519,57
2520,111
2521,90
2522,86
2523,85
2524,96
2525,50
2526,95
2527,92
2528,142
2529,128
2530,104
2531,110
2532,59
2533,57
2534,112
2535,81
2536,145
2537,102
2538,83
2539,98
2540,93
2541,97
2542,112
2543,146
2544,117
2545,145
2546,73
2547,57
2548,134
2549,64
2550,66
2551,136
2552,100
2553,105
2554,79
2555,145
2556,100
2557,53
2558,105
2559,63
2560,85
2561,140
2562,149
2563,109
2564,111
2565,62
2566,121
2567,116
2568,106
2569,59
2570,112
2571,61
2572,142
2573,79
2574,140
2575,52
2576,68
2577,51
2578,120
2579,83
2580,73
2581,58
2582,126
2583,105
2584,53
2585,83
2586,101
2587,150
2588,96
2589,121
2590,55
2591,85
2592,90
2593,77
2594,56
2595,120
2596,84
2597,83
2598,64
2599,88
2600,67
2601,135
2602,126
2603,116
2604,119
2605,117
2606,88
2607,102
2608,100
2609,54
2610,113
2611,71
2612,116
2613,119
2614,82
2615,131
2616,71
2617,120
2618,110
2619,78
2620,74
2621,60
2622,132
2623,93
2624,62
2625,79
2626,137
2627,137
2628,61
2629,63
2630,145
2631,76
2632,84
2633,137
2634,128
2635,69
2636,123
2637,121
2638,141
2639,146
2640,94
2641,121
2642,109
2643,51
2644,126
2645,124
2646,146
2647,74
2648,72
2649,133
2650,113
2651,145
2652,139
2653,68
2654,53
2655,108
2656,92
2657,113
2658,118
2659,95
2660,107
2661,138
2662,77
2663,63
2664,84
2665,118
2666,63
2667,119
2668,139
2669,150
2670,55
2671,123
2672,119
2673,64
2674,99
2675,92
2676,100
2677,78
2678,64
2679,71
2680,132
2681,130
2682,99
2683,114
2684,52
2685,143
2686,143
2687,108
2688,53
2689,103
2690,59
2691,84
2692,63
2693,67
2694,124
2695,98
2696,53
2697,143
2698,93
2699,75
2700,148
2701,97
2702,108
2703,133
2704,73
2705,74
2706,131
2707,140
2708,63
2709,101
2710,106
2711,109
2712,54
2713,97
2714,95
2715,71
2716,58
2717,145
2718,115
2719,68
2720,125
2721,82
2722,65
2723,66
2724,63
2725,150
2726,120
2727,70
2728,101
2729,121
2730,75
2731,135
2732,86
2733,76
2734,65
2735,65
2736,60
2737,113
2738,77
2739,146
2740,75
2741,85
2742,142
2743,132
2744,79
2745,111
2746,97
2747,81
2748,86
2749,101
2750,88
2751,50
2752,124
2753,141
2754,149
2755,85
2756,55
2757,61
2758,113
2759,94
2760,146
2761,88
2762,149
2763,84
2764,127
2765,74
2766,124
2767,136
2768,114
2769,107
2770,50
2771,65
2772,104
2773,97
2774,70
2775,108
2776,134
2777,140
2778,126
2779,115
2780,92
2781,64
2782,96
2783,84
2784,73
2785,54
2786,142
2787,131
2788,102
2789,77
2790,128
2791,54
2792,52
2793,90
2794,83
2795,137
2796,93
2797,77
2798,74
2799,137
2800,61
2801,105
2802,91
2803,121
2804,138
2805,77
2806,65
2807,59
2808,114
2809,131
2810,104
2811,74
2812,61
2813,117
2814,111
2815,125
2816,71
2817,93
2818,74
2819,143
2820,63
2821,60
2822,60
2823,99
2824,106
2825,139
2826,111
2827,82
2828,95
2829,125
2830,100
2831,91
2832,109
2833,70
2834,138
2835,113
2836,102
2837,71
2838,126
2839,140
2840,70
2841,74
2842,147
2843,129
2844,125
2845,117
2846,51
2847,123
2848,150
2849,142
2850,101
2851,68
2852,117
2853,113
2854,62
2855,141
2856,114
2857,68
2858,89
2859,114
2860,112
2861,84
2862,121
2863,99
2864,96
2865,69
2866,76
2867,51
2868,74
2869,105
2870,91
2871,101
2872,113
2873,115
2874,64
2875,110
2876,110
2877,113
2878,121
2879,61
2880,123
2881,129
2882,138
2883,138
2884,70
2885,118
2886,75
2887,86
2888,81
2889,74
2890,98
2891,78
2892,139
2893,105
2894,54
2895,112
2896,77
2897,73
2898,78
2899,74
2900,71
2901,92
2902,50
2903,59
2904,105
2905,115
2906,123
2907,77
2908,68
2909,87
2910,113
2911,110
2912,85
2913,118
2914,96
2915,71
2916,90
2917,71
2918,83
2919,145
2920,127
2921,94
2922,122
2923,75
2924,85
2925,63
2926,105
2927,67
2928,143
2929,131
2930,135
2931,130
2932,142
2933,101
2934,140
2935,78
2936,104
2937,84
2938,134
2939,55
2940,142
2941,52
2942,60
2943,76
2944,81
2945,146
2946,124
2947,135
2948,148
2949,67
2950,131
2951,69
2952,72
2953,137
2954,77
2955,134
2956,134
2957,85
2958,97
2959,101
2960,124
2961,107
2962,60
2963,119
2964,109
2965,86
2966,123
2967,110
2968,102
2969,107
2970,95
2971,125
2972,136
2973,100
2974,63
2975,70
2976,78
2977,107
2978,79
2979,88
2980,142
2981,104
2982,136
2983,105
2984,121
2985,104
2986,130
2987,54
2988,144
2989,64
2990,125
2991,121
2992,105
2993,71
2994,68
2995,149
2996,106
2997,92
