Id,Weight
591,192
592,198
593,166
594,185
595,175
596,184
597,189
598,156
599,164
600,150
601,166
602,171
603,197
604,198
605,152
606,162
607,168
608,195
609,158
610,162
611,182
612,182
613,190
614,163
615,195
616,189
617,191
618,166
619,152
620,154
621,171
622,174
623,169
624,191
625,182
626,163
627,186
628,197
629,182
630,181
631,157
632,178
633,161
634,169
635,175
636,188
637,191
638,172
639,176
640,181
641,159
642,187
643,165
644,157
645,185
646,175
647,195
648,156
649,157
650,188
651,185
652,174
653,171
654,154
655,193
656,195
657,188
658,160
659,173
660,178
661,160
662,163
663,198
664,168
665,177
666,190
667,196
668,155
669,168
670,175
671,180
672,191
673,174
674,159
675,162
676,177
677,168
678,187
679,171
680,163
681,183
682,176
683,159
684,154
685,185
686,189
687,193
688,191
689,187
690,177
691,179
692,173
693,179
694,169
695,179
696,181
697,159
698,151
699,186
700,151
701,155
702,191
703,189
704,200
705,159
706,179
707,176
708,181
709,170
710,188
711,198
712,159
713,183
714,163
715,153
716,150
717,189
718,188
719,150
720,166
721,161
722,158
723,168
724,190
725,156
726,167
727,157
728,194
729,174
730,150
731,187
732,195
733,178
734,163
735,195
736,177
737,174
738,161
739,160
740,185
741,199
742,198
743,176
744,199
745,151
746,173
747,200
748,152
749,161
750,178
751,160
752,187
753,168
754,184
755,191
756,195
757,169
758,197
759,178
760,194
761,161
762,157
763,180
764,152
765,170
766,163
767,198
768,194
769,150
770,184
771,183
772,187
773,197
774,151
775,174
776,160
777,193
778,167
779,188
780,199
781,198
782,150
783,169
784,162
785,167
786,175
787,154
788,190
789,165
790,182
791,162
792,174
793,171
794,171
795,161
796,165
797,152
798,153
799,184
800,155
801,165
802,198
803,158
804,196
805,159
806,155
807,176
808,180
809,152
810,177
811,177
812,169
813,157
814,163
815,200
816,184
817,177
818,177
819,186
820,192
821,182
822,178
823,193
824,159
825,170
826,176
827,173
828,199
829,183
830,175
831,169
832,153
833,198
834,163
835,161
836,179
837,182
838,188
839,168
840,187
841,187
842,171
843,179
844,154
845,185
846,196
847,152
848,158
849,195
850,167
851,168
852,192
853,155
854,174
855,187
856,195
857,192
858,200
859,173
860,174
861,174
862,161
863,162
864,164
865,187
866,171
867,153
868,152
869,179
870,188
871,172
872,177
873,186
874,187
875,164
876,170
877,166
878,175
879,200
880,181
881,176
882,186
883,161
884,174
885,151
886,169
887,180
888,166
889,151
890,186
891,197
892,189
893,197
894,187
895,182
896,184
897,173
898,183
899,175
900,155
901,150
902,155
903,166
904,154
905,179
906,198
907,177
908,186
909,173
910,157
911,164
912,155
913,165
914,155
915,175
916,150
917,177
918,162
919,183
920,185
921,171
922,200
923,168
924,156
925,199
926,151
927,169
928,171
929,153
930,180
931,165
932,173
933,166
934,191
935,189
936,185
937,184
938,199
939,156
940,199
941,161
942,169
943,170
944,175
945,174
946,151
947,179
948,153
949,187
950,163
951,172
952,156
953,158
954,151
955,154
956,185
957,185
958,171
959,157
960,184
961,192
962,160
963,167
964,175
965,180
966,163
967,190
968,196
969,172
970,173
971,186
972,171
973,175
974,164
975,155
976,177
977,186
978,186
979,157
980,198
981,183
982,173
983,186
984,193
985,178
986,151
987,177
988,184
989,165
990,177
991,181
992,180
993,157
994,178
995,175
996,198
997,188
998,155
999,186
1000,164
1001,168
1002,156
1003,179
1004,177
1005,160
1006,178
1007,195
1008,172
1009,159
1010,191
1011,180
1012,185
1013,150
1014,163
1015,164
1016,195
1017,194
1018,199
1019,197
1020,166
1021,194
1022,185
1023,183
1024,170
1025,167
1026,185
1027,162
1028,195
1029,175
1030,199
1031,174
1032,184
1033,185
1034,192
1035,178
1036,199
1037,167
1038,175
1039,180
1040,160
1041,151
1042,169
1043,185
1044,173
1045,170
1046,164
1047,191
1048,167
1049,171
1050,165
1051,167
1052,170
1053,190
1054,172
1055,172
1056,157
1057,199
1058,192
1059,180
1060,167
1061,160
1062,156
1063,164
1064,174
1065,180
1066,150
1067,173
1068,179
1069,160
1070,188
1071,182
1072,173
1073,184
1074,171
1075,198
1076,158
1077,183
1078,169
1079,177
1080,162
1081,197
1082,177
1083,163
1084,187
1085,178
1086,153
1087,156
1088,171
1089,165
1090,186
1091,177
1092,150
1093,195
1094,155
1095,186
1096,197
1097,172
1098,150
1099,200
1100,156
1101,189
1102,180
1103,152
1104,188
1105,198
1106,189
1107,167
1108,200
1109,153
1110,170
1111,172
1112,165
1113,158
1114,167
1115,168
1116,180
1117,166
1118,171
1119,152
1120,165
1121,153
1122,195
1123,151
1124,151
1125,180
1126,172
1127,155
1128,155
1129,184
1130,186
1131,164
1132,182
1133,163
1134,167
1135,150
1136,193
1137,184
1138,154
1139,168
1140,164
1141,179
1142,194
1143,152
1144,181
1145,162
1146,191
1147,183
1148,196
1149,195
1150,177
1151,186
1152,171
1153,166
1154,177
1155,193
1156,170
1157,164
1158,194
1159,158
1160,177
1161,191
1162,150
1163,162
1164,160
1165,167
1166,153
1167,150
1168,172
1169,195
1170,198
1171,181
1172,170
1173,153
1174,177
1175,178
1176,191
1177,197
1178,159
1179,172
1180,197
1181,160
1182,156
1183,162
1184,165
1185,186
1186,162
1187,197
1188,174
1189,197
1190,167
1191,171
1192,191
1193,167
1194,186
1195,197
1196,195
1197,185
1198,192
1199,163
1200,160
1201,183
1202,168
1203,184
1204,176
1205,176
1206,197
1207,165
1208,166
1209,190
1210,171
1211,187
1212,152
1213,169
1214,188
1215,154
1216,186
1217,168
1218,191
1219,158
1220,163
1221,159
1222,183
1223,155
1224,180
1225,161
1226,165
1227,164
1228,178
1229,191
1230,160
1231,200
1232,200
1233,166
1234,158
1235,176
1236,191
1237,180
1238,179
1239,198
1240,163
1241,156
1242,196
1243,194
1244,194
1245,194
1246,160
1247,168
1248,169
1249,178
1250,159
1251,192
1252,188
1253,193
1254,194
1255,191
1256,180
1257,162
1258,195
1259,150
1260,178
1261,190
1262,168
1263,188
1264,191
1265,176
1266,155
1267,151
1268,166
1269,185
1270,190
1271,166
1272,160
1273,169
1274,167
1275,154
1276,188
1277,170
1278,186
1279,176
1280,171
1281,153
1282,168
1283,185
1284,178
1285,180
1286,188
1287,153
1288,159
1289,150
1290,184
1291,192
1292,159
1293,182
1294,165
1295,183
1296,151
1297,155
1298,177
1299,195
1300,177
1301,200
1302,161
1303,188
1304,170
1305,184
1306,153
1307,198
1308,190
1309,171
1310,186
1311,176
1312,167
1313,165
1314,200
1315,171
1316,153
1317,185
1318,173
1319,194
1320,160
1321,163
1322,181
1323,186
1324,179
1325,195
1326,162
1327,156
1328,173
1329,150
1330,178
1331,170
1332,173
1333,154
1334,183
1335,193
1336,200
1337,173
1338,199
1339,172
1340,191
1341,200
1342,176
1343,198
1344,174
1345,199
1346,181
1347,184
1348,188
1349,158
1350,167
1351,165
1352,154
1353,165
1354,193
1355,159
1356,180
1357,173
1358,174
1359,186
1360,185
1361,154
1362,193
1363,160
1364,184
1365,191
1366,155
1367,187
1368,165
1369,160
1370,199
1371,176
1372,174
1373,153
1374,192
1375,172
1376,193
1377,176
1378,191
1379,154
1380,184
1381,198
1382,188
1383,187
1384,161
1385,189
1386,155
1387,151
1388,173
1389,171
1390,190
1391,157
1392,177
1393,188
1394,196
1395,190
1396,171
1397,176
1398,174
1399,159
1400,175
1401,197
1402,192
1403,187
1404,158
1405,172
1406,174
1407,161
1408,199
1409,184
1410,156
1411,176
1412,162
1413,182
1414,197
1415,193
1416,198
1417,169
1418,153
1419,182
1420,178
1421,199
1422,200
1423,173
1424,196
1425,161
1426,179
1427,174
1428,178
1429,200
1430,173
1431,154
1432,152
1433,158
1434,186
1435,182
1436,176
1437,192
1438,173
1439,195
1440,169
1441,169
1442,186
1443,184
1444,198
1445,184
1446,180
1447,172
1448,166
1449,194
1450,153
1451,181
1452,182
1453,191
1454,195
1455,180
1456,176
1457,156
1458,158
1459,163
1460,168
1461,157
1462,180
1463,188
1464,198
1465,158
1466,167
1467,171
1468,176
1469,165
1470,186
1471,200
1472,173
1473,159
1474,159
1475,190
1476,174
1477,166
1478,159
1479,177
1480,175
1481,192
1482,175
1483,163
1484,158
1485,160
1486,183
1487,168
1488,191
1489,166
1490,184
1491,181
1492,166
1493,171
1494,169
1495,178
1496,181
1497,194
1498,163
1499,192
1500,161
1501,160
1502,157
1503,179
1504,170
1505,193
1506,159
1507,199
1508,164
1509,182
1510,186
1511,165
1512,181
1513,195
1514,150
1515,168
1516,186
1517,168
1518,160
1519,159
1520,158
1521,165
1522,190
1523,177
1524,178
1525,179
1526,171
1527,171
1528,154
1529,199
1530,182
1531,176
1532,200
1533,185
1534,166
1535,177
1536,170
1537,175
1538,186
1539,160
1540,192
1541,179
1542,176
1543,194
1544,155
1545,155
1546,162
1547,188
1548,175
1549,198
1550,163
1551,152
1552,187
1553,197
1554,180
1555,163
1556,178
1557,166
1558,185
1559,155
1560,191
1561,190
1562,165
1563,198
1564,159
1565,152
1566,153
1567,174
1568,195
1569,186
1570,154
1571,197
1572,171
1573,172
1574,193
1575,195
1576,179
1577,190
1578,159
1579,195
1580,184
1581,195
1582,155
1583,194
1584,150
1585,173
1586,192
1587,166
1588,160
1589,200
1590,188
1591,196
1592,186
1593,154
1594,188
1595,155
1596,191
1597,187
1598,176
1599,179
1600,183
1601,164
1602,161
1603,150
1604,199
1605,196
1606,177
1607,195
1608,159
1609,154
1610,192
1611,153
1612,186
1613,182
1614,193
1615,178
1616,185
1617,173
1618,173
1619,187
1620,187
1621,156
1622,196
1623,152
1624,155
1625,190
1626,180
1627,153
1628,173
1629,173
1630,156
1631,192
1632,180
1633,154
1634,199
1635,160
1636,198
1637,161
1638,155
1639,168
1640,160
1641,159
1642,153
1643,197
1644,190
1645,171
1646,172
1647,196
1648,169
1649,158
1650,167
1651,157
1652,165
1653,174
1654,185
1655,152
1656,200
1657,159
1658,160
1659,156
1660,182
1661,182
1662,187
1663,193
1664,175
1665,177
1666,194
1667,196
1668,186
1669,154
1670,180
1671,200
1672,173
1673,200
1674,163
1675,169
1676,196
1677,187
1678,159
1679,180
1680,170
1681,174
1682,150
1683,165
1684,200
1685,190
1686,166
1687,200
1688,167
1689,165
1690,199
1691,160
1692,197
1693,167
1694,167
1695,170
1696,187
1697,188
1698,173
1699,189
1700,172
1701,153
1702,190
1703,189
1704,196
1705,194
1706,198
1707,165
1708,196
1709,163
1710,178
1711,196
1712,184
1713,200
1714,199
1715,198
1716,179
1717,188
1718,175
1719,182
1720,186
1721,194
1722,158
1723,200
1724,164
1725,167
1726,155
1727,194
1728,168
1729,189
1730,184
1731,191
1732,192
1733,161
1734,184
1735,160
1736,187
1737,198
1738,184
1739,177
1740,151
1741,200
1742,150
1743,189
1744,178
1745,177
1746,166
1747,174
1748,156
1749,190
1750,192
1751,196
1752,190
1753,151
1754,191
1755,165
1756,184
1757,155
1758,156
1759,167
1760,182
1761,169
1762,170
1763,187
1764,184
1765,190
1766,153
1767,196
1768,185
1769,168
1770,168
1771,165
1772,173
1773,171
1774,191
1775,184
1776,187
1777,150
1778,179
1779,188
1780,150
1781,159
1782,164
1783,151
1784,177
1785,166
1786,164
1787,172
1788,185
1789,198
1790,175
1791,152
1792,196
1793,189
1794,172
1795,164
1796,167
1797,177
1798,180
1799,168
1800,167
1801,184
1802,175
1803,156
1804,193
1805,158
1806,151
1807,168
1808,182
1809,160
1810,197
1811,166
1812,174
1813,191
1814,198
1815,183
1816,185
1817,176
1818,166
1819,170
1820,153
1821,165
1822,174
1823,185
1824,154
1825,163
1826,192
1827,168
1828,197
1829,191
1830,181
1831,172
1832,161
1833,175
1834,167
1835,168
1836,166
1837,193
1838,196
1839,161
1840,164
1841,168
1842,192
1843,167
1844,159
1845,161
1846,193
1847,187
1848,156
1849,165
1850,170
1851,150
1852,153
1853,166
1854,161
1855,173
1856,164
1857,173
1858,192
1859,196
1860,165
1861,200
1862,196
1863,162
1864,162
1865,177
1866,162
1867,173
1868,185
1869,174
1870,200
1871,165
1872,156
1873,199
1874,200
1875,165
1876,197
1877,177
1878,159
1879,172
1880,186
1881,152
1882,173
1883,181
1884,153
1885,180
1886,195
1887,197
1888,185
1889,197
1890,166
1891,174
1892,179
1893,161
1894,151
1895,171
1896,190
1897,169
1898,183
1899,194
1900,167
1901,177
1902,167
1903,169
1904,160
1905,191
1906,193
1907,197
1908,176
1909,182
1910,196
1911,165
1912,163
1913,179
1914,160
1915,185
1916,162
1917,160
1918,163
1919,167
1920,172
1921,193
1922,172
1923,172
1924,168
1925,171
1926,156
1927,158
1928,162
1929,154
1930,165
1931,166
1932,182
1933,190
1934,171
1935,157
1936,153
1937,175
1938,193
1939,166
1940,200
1941,194
1942,174
1943,170
1944,186
1945,166
1946,178
1947,186
1948,168
1949,151
1950,186
1951,186
1952,192
1953,176
1954,177
1955,170
1956,195
1957,197
1958,151
1959,184
1960,156
1961,162
1962,154
1963,158
1964,172
1965,161
1966,158
1967,189
1968,150
1969,162
1970,183
1971,175
1972,196
1973,191
1974,170
1975,160
1976,160
1977,194
1978,197
1979,151
1980,183
1981,183
1982,150
1983,183
1984,165
1985,194
1986,165
1987,152
1988,198
1989,192
1990,194
1991,187
1992,181
1993,159
1994,168
1995,173
1996,158
1997,162
1998,158
1999,194
2000,159
2001,153
2002,163
2003,158
2004,168
2005,194
2006,190
2007,154
2008,167
2009,155
2010,170
2011,176
2012,153
2013,181
2014,200
2015,162
2016,196
2017,160
2018,163
2019,197
2020,156
2021,165
2022,175
2023,193
2024,195
2025,189
2026,173
2027,157
2028,164
2029,171
2030,163
2031,185
2032,192
2033,171
2034,197
2035,189
2036,193
2037,198
2038,155
2039,194
2040,172
2041,196
2042,183
2043,190
2044,179
2045,181
2046,168
2047,177
2048,173
2049,185
2050,157
2051,196
2052,192
2053,160
2054,186
2055,161
2056,185
2057,152
2058,179
2059,155
2060,161
2061,194
2062,160
2063,177
2064,185
2065,194
2066,198
2067,198
2068,165
2069,193
2070,194
2071,193
2072,186
2073,158
2074,168
2075,153
2076,167
2077,172
2078,172
2079,172
2080,163
2081,156
2082,199
2083,162
2084,188
2085,181
2086,172
2087,174
2088,178
2089,159
2090,180
2091,162
2092,166
2093,166
2094,176
2095,192
2096,157
2097,196
2098,174
2099,182
2100,157
2101,164
2102,188
2103,196
2104,183
2105,161
2106,162
2107,196
2108,168
2109,171
2110,150
2111,193
2112,200
2113,175
2114,151
2115,168
2116,193
2117,165
2118,178
2119,157
2120,186
2121,187
2122,158
2123,169
2124,175
2125,156
2126,174
2127,160
2128,189
2129,193
2130,182
2131,173
2132,153
2133,190
2134,198
2135,151
2136,197
2137,195
2138,192
2139,160
2140,172
2141,191
2142,172
2143,189
2144,193
2145,199
2146,164
2147,199
2148,181
2149,177
2150,175
2151,169
2152,174
2153,194
2154,160
2155,186
2156,186
2157,171
2158,183
2159,181
2160,184
2161,191
2162,155
2163,184
2164,196
2165,188
2166,154
2167,158
2168,161
2169,197
2170,186
2171,187
2172,194
2173,182
2174,158
2175,182
2176,180
2177,172
2178,186
2179,165
2180,167
2181,173
2182,170
2183,152
2184,196
2185,158
2186,196
2187,197
2188,186
2189,189
2190,170
2191,178
2192,177
2193,196
2194,171
2195,161
2196,194
2197,157
2198,188
2199,192
2200,151
2201,195
2202,168
2203,186
2204,159
2205,151
2206,196
2207,200
2208,172
2209,196
2210,192
2211,153
2212,193
2213,160
2214,194
2215,168
2216,194
2217,200
2218,170
2219,163
2220,166
2221,154
2222,161
2223,176
2224,153
2225,157
2226,194
2227,163
2228,189
2229,191
2230,156
2231,176
2232,173
2233,182
2234,160
2235,159
2236,185
2237,185
2238,153
2239,200
2240,197
2241,179
2242,195
2243,171
2244,169
2245,173
2246,174
2247,156
2248,168
2249,195
2250,173
2251,191
2252,170
2253,182
2254,163
2255,176
2256,170
2257,161
2258,151
2259,153
2260,198
2261,188
2262,197
2263,198
2264,176
2265,199
2266,172
2267,199
2268,160
2269,182
2270,198
2271,198
2272,166
2273,172
2274,187
2275,162
2276,150
2277,192
2278,180
2279,173
2280,176
2281,190
2282,155
2283,168
2284,188
2285,154
2286,174
2287,180
2288,196
2289,179
2290,185
2291,179
2292,185
2293,162
2294,158
2295,188
2296,151
2297,177
2298,199
2299,150
2300,190
2301,152
2302,187
2303,165
2304,197
2305,153
2306,150
2307,175
2308,193
2309,161
2310,167
2311,170
2312,198
2313,169
2314,184
2315,192
2316,161
2317,157
2318,169
2319,161
2320,175
2321,160
2322,185
2323,188
2324,185
2325,154
2326,179
2327,171
2328,199
2329,173
2330,186
2331,193
2332,191
2333,196
2334,194
2335,155
2336,168
2337,158
2338,184
2339,179
2340,182
2341,167
2342,185
2343,199
2344,156
2345,189
2346,182
2347,180
2348,176
2349,160
2350,171
2351,192
2352,188
2353,153
2354,185
2355,192
2356,184
2357,196
2358,172
2359,185
2360,165
2361,153
2362,162
2363,151
2364,193
2365,191
2366,175
2367,188
2368,182
2369,175
2370,171
2371,199
2372,199
2373,171
2374,157
2375,151
2376,198
2377,183
2378,197
2379,174
2380,164
2381,167
2382,163
2383,172
2384,162
2385,157
2386,183
2387,192
2388,184
2389,199
2390,174
2391,181
2392,193
2393,153
2394,198
2395,174
2396,163
2397,191
2398,196
2399,200
2400,154
2401,185
2402,161
2403,162
2404,169
2405,174
2406,173
2407,158
2408,171
2409,151
2410,196
2411,185
2412,152
2413,179
2414,150
2415,176
2416,188
2417,157
2418,200
2419,172
2420,179
2421,186
2422,171
2423,196
2424,170
2425,156
2426,160
2427,179
2428,150
2429,171
2430,168
2431,170
2432,186
2433,166
2434,169
2435,182
2436,194
2437,159
2438,187
2439,159
2440,157
2441,198
2442,151
2443,182
2444,159
2445,182
2446,157
2447,196
2448,160
2449,172
2450,154
2451,194
2452,170
2453,163
2454,181
2455,183
2456,168
2457,158
2458,180
2459,189
2460,173
2461,164
2462,199
2463,199
2464,183
2465,150
2466,174
2467,185
2468,160
2469,172
2470,163
2471,178
2472,173
2473,167
2474,182
2475,196
2476,186
2477,181
2478,183
2479,185
2480,171
2481,176
2482,154
2483,196
2484,162
2485,193
2486,178
2487,179
2488,183
2489,187
2490,183
2491,190
2492,199
2493,150
2494,193
2495,189
2496,196
2497,182
2498,195
2499,180
2500,194
2501,181
2502,171
2503,153
2504,174
2505,188
2506,183
2507,191
2508,169
2509,193
2510,154
2511,191
2512,165
2513,176
2514,200
2515,164
2516,170
2517,162
2518,189
2519,188
2520,195
2521,199
2522,192
2523,184
2524,186
2525,197
2526,198
2527,174
2528,198
2529,199
2530,159
2531,184
2532,168
2533,179
2534,193
2535,193
2536,156
2537,152
2538,177
2539,194
2540,173
2541,153
2542,168
2543,153
2544,195
2545,194
2546,185
2547,196
2548,178
2549,196
2550,161
2551,164
2552,159
2553,175
2554,179
2555,178
2556,160
2557,169
2558,156
2559,158
2560,181
2561,190
2562,198
2563,174
2564,181
2565,187
2566,168
2567,154
2568,197
2569,150
2570,193
2571,178
2572,170
2573,179
2574,168
2575,151
2576,162
2577,188
2578,191
2579,171
2580,164
2581,155
2582,195
2583,190
2584,184
2585,159
2586,159
2587,155
2588,168
2589,151
2590,153
2591,185
2592,196
2593,182
2594,200
2595,161
2596,176
2597,199
2598,157
2599,194
2600,166
2601,163
2602,162
2603,151
2604,153
2605,175
2606,187
2607,180
2608,162
2609,166
2610,152
2611,158
2612,151
2613,157
2614,167
2615,175
2616,188
2617,195
2618,191
2619,152
2620,165
2621,175
2622,168
2623,177
2624,161
2625,161
2626,162
2627,183
2628,150
2629,167
2630,163
2631,198
2632,160
2633,195
2634,157
2635,150
2636,170
2637,186
2638,157
2639,168
2640,150
2641,167
2642,184
2643,194
2644,175
2645,197
2646,155
2647,198
2648,188
2649,164
2650,198
2651,156
2652,163
2653,177
2654,186
2655,154
2656,175
2657,172
2658,190
2659,161
2660,160
2661,183
2662,182
2663,162
2664,154
2665,152
2666,155
2667,176
2668,189
2669,188
2670,172
2671,171
2672,152
2673,169
2674,159
2675,173
2676,174
2677,167
2678,155
2679,169
2680,197
2681,150
2682,163
2683,171
2684,186
2685,182
2686,163
2687,190
2688,173
2689,157
2690,175
2691,154
2692,192
2693,193
2694,176
2695,151
2696,163
2697,191
2698,166
2699,153
2700,200
2701,174
2702,170
2703,183
2704,196
2705,169
2706,150
2707,197
2708,198
2709,155
2710,182
2711,174
2712,190
2713,169
2714,171
2715,182
2716,193
2717,158
2718,174
2719,192
2720,174
2721,196
2722,184
2723,153
2724,176
2725,176
2726,176
2727,155
2728,165
2729,152
2730,185
2731,153
2732,153
2733,160
2734,164
2735,198
2736,199
2737,157
2738,188
2739,190
2740,151
2741,183
2742,199
2743,192
2744,161
2745,191
2746,161
2747,150
2748,198
2749,198
2750,167
2751,154
2752,193
2753,198
2754,190
2755,187
2756,194
2757,174
2758,188
2759,166
2760,164
2761,195
2762,197
2763,173
2764,194
2765,183
2766,161
2767,189
2768,150
2769,183
2770,159
2771,198
2772,157
2773,176
2774,158
2775,173
2776,163
2777,188
2778,198
2779,199
2780,172
2781,159
2782,197
2783,154
2784,167
2785,194
2786,187
2787,193
2788,157
2789,153
2790,173
2791,177
2792,152
2793,169
2794,180
2795,160
2796,195
2797,191
2798,161
2799,189
2800,154
2801,162
2802,184
2803,179
2804,188
2805,181
2806,190
2807,175
2808,164
2809,187
2810,195
2811,179
2812,175
2813,175
2814,166
2815,180
2816,174
2817,181
2818,158
2819,189
2820,198
2821,152
2822,168
2823,184
2824,171
2825,195
2826,174
2827,170
2828,194
2829,200
2830,163
2831,194
2832,160
2833,193
2834,169
2835,175
2836,157
2837,198
2838,163
2839,196
2840,194
2841,183
2842,176
2843,161
2844,192
2845,167
2846,172
2847,185
2848,173
2849,182
2850,180
2851,196
2852,180
2853,158
2854,165
2855,198
2856,195
2857,155
2858,182
2859,183
2860,188
2861,155
2862,155
2863,171
2864,180
2865,160
2866,150
2867,159
2868,165
2869,150
2870,154
2871,189
2872,162
2873,157
2874,150
2875,152
2876,156
2877,182
2878,171
2879,187
2880,186
2881,156
2882,157
2883,187
2884,184
2885,167
2886,184
2887,194
2888,160
2889,173
2890,170
2891,165
2892,175
2893,153
2894,173
2895,165
2896,169
2897,183
2898,177
2899,170
2900,169
2901,160
2902,159
2903,168
2904,168
2905,176
2906,180
2907,163
2908,175
2909,183
2910,194
2911,185
2912,193
2913,182
2914,180
2915,158
2916,162
2917,156
2918,181
2919,151
2920,154
2921,181
2922,162
2923,155
2924,156
2925,185
2926,196
2927,193
2928,189
2929,188
2930,168
2931,191
2932,150
2933,183
2934,189
2935,191
2936,186
2937,191
2938,192
2939,175
2940,154
2941,176
2942,155
2943,197
2944,151
2945,175
2946,150
2947,158
2948,172
2949,197
2950,179
2951,197
2952,177
2953,189
2954,162
2955,191
2956,180
2957,178
2958,186
2959,191
2960,171
2961,185
2962,186
2963,157
2964,164
2965,196
2966,158
2967,151
2968,162
2969,164
2970,159
2971,165
2972,157
2973,170
2974,182
2975,157
2976,187
2977,171
2978,157
2979,160
2980,192
2981,181
2982,178
2983,186
2984,181
2985,167
2986,192
2987,175
2988,184
2989,194
2990,183
2991,170
2992,171
2993,157
2994,154
2995,180
2996,182
2997,182
